# Iteration    J_value
 (2.520000000000000000e+02+0.000000000000000000e+00j)  (2.165546959975324023e-02-1.401344363783908211e-16j)
 (2.530000000000000000e+02+0.000000000000000000e+00j)  (2.177172256607562417e-02+9.787416558312766025e-17j)
 (2.540000000000000000e+02+0.000000000000000000e+00j)  (2.185055606296084155e-02-8.012591060087492425e-17j)
 (2.550000000000000000e+02+0.000000000000000000e+00j)  (2.197382274021248555e-02+2.367404680678720040e-17j)
 (2.560000000000000000e+02+0.000000000000000000e+00j)  (2.204275345198586020e-02+5.572567715194173442e-17j)
 (2.570000000000000000e+02+0.000000000000000000e+00j)  (2.214826168243457655e-02+1.021239561554555490e-16j)
 (2.580000000000000000e+02+0.000000000000000000e+00j)  (2.223012531362941052e-02+4.577793319579075125e-18j)
 (2.590000000000000000e+02+0.000000000000000000e+00j)  (2.232065852177343365e-02-5.187691511063115269e-17j)
 (2.600000000000000000e+02+0.000000000000000000e+00j)  (2.238067342691276579e-02+2.158252621239987814e-16j)
 (2.610000000000000000e+02+0.000000000000000000e+00j)  (2.248786981679869179e-02-1.498146471184650212e-16j)
 (2.620000000000000000e+02+0.000000000000000000e+00j)  (2.259258318393805517e-02-1.535935230968908189e-16j)
 (2.630000000000000000e+02+0.000000000000000000e+00j)  (2.266787750514422453e-02+9.936059830447717572e-17j)
 (2.640000000000000000e+02+0.000000000000000000e+00j)  (2.274900944529486407e-02+2.875862467458754165e-17j)
 (2.650000000000000000e+02+0.000000000000000000e+00j)  (2.284006133389228713e-02+6.821982235373186057e-19j)
 (2.660000000000000000e+02+0.000000000000000000e+00j)  (2.293750778156752879e-02-1.362976516771746278e-17j)
 (2.670000000000000000e+02+0.000000000000000000e+00j)  (2.303264517533105959e-02-1.803702724485741433e-16j)
 (2.680000000000000000e+02+0.000000000000000000e+00j)  (2.310684607958944647e-02+1.393858231823804807e-16j)
 (2.690000000000000000e+02+0.000000000000000000e+00j)  (2.318783645362892942e-02-1.395206288233119881e-17j)
 (2.700000000000000000e+02+0.000000000000000000e+00j)  (2.326435489466894754e-02-1.452830459781393133e-16j)
 (2.710000000000000000e+02+0.000000000000000000e+00j)  (2.338117670387557592e-02+3.146093863258873447e-16j)
 (2.720000000000000000e+02+0.000000000000000000e+00j)  (2.343793291755218167e-02+9.228285792370623543e-17j)
 (2.730000000000000000e+02+0.000000000000000000e+00j)  (2.355141133035517503e-02+5.270283657294449302e-17j)
 (2.740000000000000000e+02+0.000000000000000000e+00j)  (2.359089152177925794e-02-1.279835174698422143e-17j)
 (2.750000000000000000e+02+0.000000000000000000e+00j)  (2.369139398043448169e-02-1.072083499049929176e-16j)
 (2.760000000000000000e+02+0.000000000000000000e+00j)  (2.378667257281083872e-02+9.414589247415993556e-17j)
 (2.770000000000000000e+02+0.000000000000000000e+00j)  (2.385992615904024977e-02+9.633371457651343476e-17j)
 (2.780000000000000000e+02+0.000000000000000000e+00j)  (2.396046430015377066e-02+7.859740385386157150e-17j)
 (2.790000000000000000e+02+0.000000000000000000e+00j)  (2.402598757822235753e-02+2.485294187147978942e-16j)
 (2.800000000000000000e+02+0.000000000000000000e+00j)  (2.408690410328044249e-02-4.482777835365509173e-17j)
 (2.810000000000000000e+02+0.000000000000000000e+00j)  (2.419618136143506654e-02-7.197417857454007934e-17j)
 (2.820000000000000000e+02+0.000000000000000000e+00j)  (2.427505742073852307e-02-1.346475374496537911e-16j)
 (2.830000000000000000e+02+0.000000000000000000e+00j)  (2.436041776977629705e-02+7.845652048521283164e-17j)
 (2.840000000000000000e+02+0.000000000000000000e+00j)  (2.445404579586821225e-02+1.067266440909152367e-16j)
 (2.850000000000000000e+02+0.000000000000000000e+00j)  (2.452041772876887085e-02+1.295952818687203771e-17j)
 (2.860000000000000000e+02+0.000000000000000000e+00j)  (2.457370953788199155e-02+7.551306186558520075e-17j)
 (2.870000000000000000e+02+0.000000000000000000e+00j)  (2.465032939852445856e-02-3.830096617513239746e-17j)
 (2.880000000000000000e+02+0.000000000000000000e+00j)  (2.476129600677695261e-02-1.707946115934020048e-17j)
 (2.890000000000000000e+02+0.000000000000000000e+00j)  (2.483502012189183969e-02+1.436651816571843173e-16j)
 (2.900000000000000000e+02+0.000000000000000000e+00j)  (2.491702382815910027e-02-5.131984912308210533e-17j)
 (2.910000000000000000e+02+0.000000000000000000e+00j)  (2.497763037204409065e-02+1.266047500533385924e-16j)
 (2.920000000000000000e+02+0.000000000000000000e+00j)  (2.506328203711653824e-02-1.623266530757726667e-16j)
 (2.930000000000000000e+02+0.000000000000000000e+00j)  (2.513727449596411465e-02-1.879314184140497980e-16j)
 (2.940000000000000000e+02+0.000000000000000000e+00j)  (2.522073763097134810e-02-7.683828840241207804e-17j)
 (2.950000000000000000e+02+0.000000000000000000e+00j)  (2.529063467969558734e-02+9.910472653249604284e-17j)
 (2.960000000000000000e+02+0.000000000000000000e+00j)  (2.538832561058660189e-02+2.300126436103309260e-17j)
 (2.970000000000000000e+02+0.000000000000000000e+00j)  (2.544933111232438108e-02-1.171078286771960914e-16j)
 (2.980000000000000000e+02+0.000000000000000000e+00j)  (2.553305658537027498e-02-1.636011391156617338e-16j)
 (2.990000000000000000e+02+0.000000000000000000e+00j)  (2.560479372121889086e-02+1.435765123566767627e-16j)
 (3.000000000000000000e+02+0.000000000000000000e+00j)  (2.564594111859118050e-02-5.266195780270114633e-17j)
 (3.010000000000000000e+02+0.000000000000000000e+00j)  (2.574147123637032450e-02-5.132394139988900190e-17j)
 (3.020000000000000000e+02+0.000000000000000000e+00j)  (2.581552539422083195e-02-9.397503685555798742e-17j)
 (3.030000000000000000e+02+0.000000000000000000e+00j)  (2.587047928180886969e-02+1.082688889912154323e-16j)
 (3.040000000000000000e+02+0.000000000000000000e+00j)  (2.597189329114955175e-02-3.245246206301250095e-17j)
 (3.050000000000000000e+02+0.000000000000000000e+00j)  (2.604795023270404727e-02+1.429667289425968216e-16j)
 (3.060000000000000000e+02+0.000000000000000000e+00j)  (2.612131075674840180e-02+1.172907935427273236e-16j)
 (3.070000000000000000e+02+0.000000000000000000e+00j)  (2.617593694567697457e-02-2.729228066276070502e-16j)
 (3.080000000000000000e+02+0.000000000000000000e+00j)  (2.626697399877987379e-02+2.493331032499972997e-17j)
 (3.090000000000000000e+02+0.000000000000000000e+00j)  (2.633360043775754417e-02-6.620554761058568504e-17j)
 (3.100000000000000000e+02+0.000000000000000000e+00j)  (2.638745186149315386e-02+1.523440022126122979e-16j)
 (3.110000000000000000e+02+0.000000000000000000e+00j)  (2.646192018775885002e-02+5.527251803163457613e-17j)
 (3.120000000000000000e+02+0.000000000000000000e+00j)  (2.652438226379656358e-02+4.728941950679616861e-17j)
 (3.130000000000000000e+02+0.000000000000000000e+00j)  (2.661209571432874080e-02-1.953429532803559699e-16j)
 (3.140000000000000000e+02+0.000000000000000000e+00j)  (2.668779505081972370e-02-1.531471355902268207e-16j)
 (3.150000000000000000e+02+0.000000000000000000e+00j)  (2.672632741551623711e-02-1.744017112473612814e-16j)
 (3.160000000000000000e+02+0.000000000000000000e+00j)  (2.682420754757004061e-02-1.746260355473480464e-16j)
 (3.170000000000000000e+02+0.000000000000000000e+00j)  (2.687865743346066691e-02-3.707142706997449732e-17j)
 (3.180000000000000000e+02+0.000000000000000000e+00j)  (2.697342336985353306e-02-2.088217711721424221e-16j)
 (3.190000000000000000e+02+0.000000000000000000e+00j)  (2.703960421669359543e-02+1.140862912669635892e-16j)
 (3.200000000000000000e+02+0.000000000000000000e+00j)  (2.707670604074265477e-02-4.985835931854348454e-17j)
 (3.210000000000000000e+02+0.000000000000000000e+00j)  (2.714847466704194481e-02+1.522314505298981544e-16j)
 (3.220000000000000000e+02+0.000000000000000000e+00j)  (2.723472910099694611e-02+2.466909459567360265e-16j)
 (3.230000000000000000e+02+0.000000000000000000e+00j)  (2.726643151364002010e-02+5.366765328765173778e-17j)
 (3.240000000000000000e+02+0.000000000000000000e+00j)  (2.737321356391428720e-02+1.381766823248659911e-16j)
 (3.250000000000000000e+02+0.000000000000000000e+00j)  (2.744058397749831596e-02+2.297585273556121547e-16j)
 (3.260000000000000000e+02+0.000000000000000000e+00j)  (2.746784304830134429e-02-1.529056638900220667e-16j)
 (3.270000000000000000e+02+0.000000000000000000e+00j)  (2.757142489304757749e-02-7.523489393198252997e-17j)
 (3.280000000000000000e+02+0.000000000000000000e+00j)  (2.761303602519911415e-02-1.228942041676453654e-16j)
 (3.290000000000000000e+02+0.000000000000000000e+00j)  (2.768567120027101008e-02-6.547683141797884267e-17j)
 (3.300000000000000000e+02+0.000000000000000000e+00j)  (2.775168818389506936e-02-1.304576220285236109e-16j)
 (3.310000000000000000e+02+0.000000000000000000e+00j)  (2.781139236943705809e-02+6.321367548122911347e-17j)
 (3.320000000000000000e+02+0.000000000000000000e+00j)  (2.788789155324406660e-02+4.606175428502365440e-17j)
 (3.330000000000000000e+02+0.000000000000000000e+00j)  (2.792861345852742927e-02-8.709034012667935326e-17j)
 (3.340000000000000000e+02+0.000000000000000000e+00j)  (2.801577360188729077e-02-1.213870014916016279e-16j)
 (3.350000000000000000e+02+0.000000000000000000e+00j)  (2.807186530502757058e-02+1.189495044524279114e-16j)
 (3.360000000000000000e+02+0.000000000000000000e+00j)  (2.812271634708775683e-02-9.187022045295457813e-20j)
 (3.370000000000000000e+02+0.000000000000000000e+00j)  (2.818819702311436970e-02-1.676155951978259816e-16j)
 (3.380000000000000000e+02+0.000000000000000000e+00j)  (2.824166288880224779e-02+1.729939815633220174e-16j)
 (3.390000000000000000e+02+0.000000000000000000e+00j)  (2.831386283153226532e-02-1.476772845871361965e-16j)
 (3.400000000000000000e+02+0.000000000000000000e+00j)  (2.837330690608126996e-02+1.285968432929803474e-16j)
 (3.410000000000000000e+02+0.000000000000000000e+00j)  (2.841305199434859471e-02+2.232390660597292027e-17j)
 (3.420000000000000000e+02+0.000000000000000000e+00j)  (2.848083543967122253e-02+1.994729117977646338e-16j)
 (3.430000000000000000e+02+0.000000000000000000e+00j)  (2.854456633397274568e-02+4.100307605375362575e-17j)
 (3.440000000000000000e+02+0.000000000000000000e+00j)  (2.861444921804641786e-02+2.357753242655030111e-16j)
 (3.450000000000000000e+02+0.000000000000000000e+00j)  (2.864235307964453289e-02-2.670611446610076209e-16j)
 (3.460000000000000000e+02+0.000000000000000000e+00j)  (2.874785028912799772e-02+3.544752916205658356e-16j)
 (3.470000000000000000e+02+0.000000000000000000e+00j)  (2.876880799071677292e-02-6.755704836597111837e-17j)
 (3.480000000000000000e+02+0.000000000000000000e+00j)  (2.881710510858252056e-02-1.331171264013026404e-16j)
 (3.490000000000000000e+02+0.000000000000000000e+00j)  (2.891628525142744127e-02-8.258029039565651489e-17j)
 (3.500000000000000000e+02+0.000000000000000000e+00j)  (2.894358009825730507e-02-1.229849293200418638e-16j)
 (3.510000000000000000e+02+0.000000000000000000e+00j)  (2.901965321588491353e-02+7.076380026247485030e-17j)
 (3.520000000000000000e+02+0.000000000000000000e+00j)  (2.906535477322414948e-02-1.360103672209851715e-17j)
 (3.530000000000000000e+02+0.000000000000000000e+00j)  (2.911975906519298843e-02+6.396663933727621896e-18j)
 (3.540000000000000000e+02+0.000000000000000000e+00j)  (2.919506956281964563e-02+2.768386516107909638e-17j)
 (3.550000000000000000e+02+0.000000000000000000e+00j)  (2.923815854547108864e-02-2.998835237617236665e-16j)
 (3.560000000000000000e+02+0.000000000000000000e+00j)  (2.927382018389616467e-02-9.602576841288093509e-17j)
 (3.570000000000000000e+02+0.000000000000000000e+00j)  (2.934929338704865207e-02-6.640236785262016293e-19j)
 (3.580000000000000000e+02+0.000000000000000000e+00j)  (2.935142774830712398e-02+3.899448880089330109e-16j)
 (3.590000000000000000e+02+0.000000000000000000e+00j)  (2.941550483549443956e-02+8.275598134042497744e-17j)
 (3.600000000000000000e+02+0.000000000000000000e+00j)  (2.950466616841806652e-02-8.696043703068656320e-17j)
 (3.610000000000000000e+02+0.000000000000000000e+00j)  (2.955194486773394386e-02+3.853918744320561345e-16j)
 (3.620000000000000000e+02+0.000000000000000000e+00j)  (2.961676938615934868e-02-2.331445638407610488e-17j)
 (3.630000000000000000e+02+0.000000000000000000e+00j)  (2.966125061739501023e-02-1.741819709443067281e-16j)
 (3.640000000000000000e+02+0.000000000000000000e+00j)  (2.967725424067599316e-02+5.854530213723927810e-16j)
 (3.650000000000000000e+02+0.000000000000000000e+00j)  (2.976805651745957279e-02-1.385578527128976477e-18j)
 (3.660000000000000000e+02+0.000000000000000000e+00j)  (2.979330571386694729e-02-2.064709356169194606e-16j)
 (3.670000000000000000e+02+0.000000000000000000e+00j)  (2.986414595731497548e-02-2.106344745435174191e-16j)
 (3.680000000000000000e+02+0.000000000000000000e+00j)  (2.989117113999041273e-02-2.110248935901750371e-16j)
 (3.690000000000000000e+02+0.000000000000000000e+00j)  (2.992944952326413374e-02+2.284427081854077397e-16j)
 (3.700000000000000000e+02+0.000000000000000000e+00j)  (3.004425894984740289e-02-5.832319427843918094e-17j)
 (3.710000000000000000e+02+0.000000000000000000e+00j)  (3.003769534314062323e-02-9.908023532900465313e-17j)
 (3.720000000000000000e+02+0.000000000000000000e+00j)  (3.013189216229454973e-02-1.609541940788231261e-16j)
 (3.730000000000000000e+02+0.000000000000000000e+00j)  (3.015424374365639065e-02-3.199481690722987240e-17j)
 (3.740000000000000000e+02+0.000000000000000000e+00j)  (3.019253425841051872e-02+2.307860047650131063e-16j)
 (3.750000000000000000e+02+0.000000000000000000e+00j)  (3.024700596041788453e-02+2.613499694426507414e-17j)
 (3.760000000000000000e+02+0.000000000000000000e+00j)  (3.031277390703780716e-02+1.054181515896055641e-16j)
 (3.770000000000000000e+02+0.000000000000000000e+00j)  (3.032211010002854729e-02+4.559363290701828540e-17j)
 (3.780000000000000000e+02+0.000000000000000000e+00j)  (3.036308177214054257e-02+1.720526885798005867e-16j)
 (3.790000000000000000e+02+0.000000000000000000e+00j)  (3.042477065504778713e-02+1.404949615500075348e-16j)
 (3.800000000000000000e+02+0.000000000000000000e+00j)  (3.045563278940149887e-02-1.403822197408298026e-16j)
 (3.810000000000000000e+02+0.000000000000000000e+00j)  (3.050122127968339300e-02-6.504230776535493241e-17j)
 (3.820000000000000000e+02+0.000000000000000000e+00j)  (3.054952066303013095e-02-2.119507352998064278e-16j)
 (3.830000000000000000e+02+0.000000000000000000e+00j)  (3.065003871261074916e-02-1.565842973120403186e-16j)
 (3.840000000000000000e+02+0.000000000000000000e+00j)  (3.062444516326688626e-02+1.041600261864343975e-16j)
 (3.850000000000000000e+02+0.000000000000000000e+00j)  (3.069731996771102311e-02+1.328977384959449916e-16j)
 (3.860000000000000000e+02+0.000000000000000000e+00j)  (3.072025090814804044e-02+1.747958917734870620e-16j)
 (3.870000000000000000e+02+0.000000000000000000e+00j)  (3.078636348067557635e-02+1.692584725284201608e-16j)
 (3.880000000000000000e+02+0.000000000000000000e+00j)  (3.080351729011119449e-02+5.398559487258118483e-17j)
 (3.890000000000000000e+02+0.000000000000000000e+00j)  (3.085493899054351369e-02-3.419192673011368814e-17j)
 (3.900000000000000000e+02+0.000000000000000000e+00j)  (3.089855142584408201e-02-6.981557310452819849e-17j)
 (3.910000000000000000e+02+0.000000000000000000e+00j)  (3.093813511759506418e-02+1.529269683861662626e-16j)
 (3.920000000000000000e+02+0.000000000000000000e+00j)  (3.098713158866629042e-02+1.013936185434297669e-16j)
 (3.930000000000000000e+02+0.000000000000000000e+00j)  (3.103664636604555604e-02+1.705659147016251459e-16j)
 (3.940000000000000000e+02+0.000000000000000000e+00j)  (3.104983862708929690e-02+3.972666388884673330e-17j)
 (3.950000000000000000e+02+0.000000000000000000e+00j)  (3.108695140332235624e-02-2.102065057442928339e-16j)
 (3.960000000000000000e+02+0.000000000000000000e+00j)  (3.114343050700819210e-02-6.154414266665176333e-17j)
 (3.970000000000000000e+02+0.000000000000000000e+00j)  (3.114815059632971769e-02-7.108766728635163092e-17j)
 (3.980000000000000000e+02+0.000000000000000000e+00j)  (3.120630934749182156e-02+1.425827956339139617e-16j)
 (3.990000000000000000e+02+0.000000000000000000e+00j)  (3.123072448611418847e-02-4.441752754118539019e-17j)
 (4.000000000000000000e+02+0.000000000000000000e+00j)  (3.131695156557710163e-02+2.731489837742676262e-16j)
 (4.010000000000000000e+02+0.000000000000000000e+00j)  (3.136208688800790761e-02+4.119607210824277614e-17j)
 (4.020000000000000000e+02+0.000000000000000000e+00j)  (3.134764181457256466e-02-3.983845190849910177e-16j)
 (4.030000000000000000e+02+0.000000000000000000e+00j)  (3.142133861566802355e-02+1.678671275525559880e-16j)
 (4.040000000000000000e+02+0.000000000000000000e+00j)  (3.140888190245095385e-02+1.457896514968410357e-17j)
 (4.050000000000000000e+02+0.000000000000000000e+00j)  (3.147651200878839872e-02-8.355253547841855917e-17j)
 (4.060000000000000000e+02+0.000000000000000000e+00j)  (3.151550354819635663e-02-1.887795818067391354e-16j)
 (4.070000000000000000e+02+0.000000000000000000e+00j)  (3.150863513533020549e-02+1.667113783930842956e-16j)
 (4.080000000000000000e+02+0.000000000000000000e+00j)  (3.157449460509114542e-02-2.203186144736094883e-16j)
 (4.090000000000000000e+02+0.000000000000000000e+00j)  (3.160357574650436013e-02-6.465789520047527669e-17j)
 (4.100000000000000000e+02+0.000000000000000000e+00j)  (3.160691149967265190e-02+1.055427216880356397e-16j)
 (4.110000000000000000e+02+0.000000000000000000e+00j)  (3.170532046932983405e-02-1.324222981354476201e-16j)
 (4.120000000000000000e+02+0.000000000000000000e+00j)  (3.170819312339313856e-02-6.862878790772039408e-17j)
 (4.130000000000000000e+02+0.000000000000000000e+00j)  (3.172770313729383895e-02+4.358182215203676658e-17j)
 (4.140000000000000000e+02+0.000000000000000000e+00j)  (3.178901107148805055e-02-6.909007897680220904e-17j)
 (4.150000000000000000e+02+0.000000000000000000e+00j)  (3.178125914292550397e-02-7.317493315870918566e-17j)
 (4.160000000000000000e+02+0.000000000000000000e+00j)  (3.182499368164846271e-02+1.258788488165128285e-16j)
 (4.170000000000000000e+02+0.000000000000000000e+00j)  (3.185302921757779404e-02+1.199544694129800934e-16j)
 (4.180000000000000000e+02+0.000000000000000000e+00j)  (3.189463002312266371e-02-1.703763516902505369e-16j)
 (4.190000000000000000e+02+0.000000000000000000e+00j)  (3.192154571173679706e-02+1.340245204853182729e-17j)
 (4.200000000000000000e+02+0.000000000000000000e+00j)  (3.194754564982680428e-02-5.534020760676618155e-17j)
 (4.210000000000000000e+02+0.000000000000000000e+00j)  (3.197627580888239007e-02+1.975197478385122682e-16j)
 (4.220000000000000000e+02+0.000000000000000000e+00j)  (3.198808340727765653e-02+2.940154859094632595e-16j)
 (4.230000000000000000e+02+0.000000000000000000e+00j)  (3.204895190434456365e-02+4.529680425999493668e-16j)
 (4.240000000000000000e+02+0.000000000000000000e+00j)  (3.206915617949688407e-02+1.532763633241708735e-16j)
 (4.250000000000000000e+02+0.000000000000000000e+00j)  (3.208811987596110749e-02-5.022188985079045220e-17j)
 (4.260000000000000000e+02+0.000000000000000000e+00j)  (3.212207380440362109e-02-4.020035049518635629e-18j)
 (4.270000000000000000e+02+0.000000000000000000e+00j)  (3.213861300345366434e-02-3.386150968273734727e-17j)
 (4.280000000000000000e+02+0.000000000000000000e+00j)  (3.217958693924747454e-02+2.553346286883899183e-16j)
 (4.290000000000000000e+02+0.000000000000000000e+00j)  (3.221828238804681083e-02-1.304954818693339577e-16j)
 (4.300000000000000000e+02+0.000000000000000000e+00j)  (3.222463199144783019e-02+1.409717624130666696e-16j)
 (4.310000000000000000e+02+0.000000000000000000e+00j)  (3.222668278577033030e-02-2.322416872382267095e-16j)
 (4.320000000000000000e+02+0.000000000000000000e+00j)  (3.227213227005183011e-02-1.277018245613625722e-16j)
 (4.330000000000000000e+02+0.000000000000000000e+00j)  (3.228929564436677779e-02+1.688869758453227335e-16j)
 (4.340000000000000000e+02+0.000000000000000000e+00j)  (3.234340246715261546e-02-1.814411788925974118e-16j)
 (4.350000000000000000e+02+0.000000000000000000e+00j)  (3.233494695865095359e-02+1.264228252006266804e-16j)
 (4.360000000000000000e+02+0.000000000000000000e+00j)  (3.237828885997841993e-02-2.162349995872946500e-17j)
 (4.370000000000000000e+02+0.000000000000000000e+00j)  (3.238955636270556687e-02+1.213276485864274560e-17j)
 (4.380000000000000000e+02+0.000000000000000000e+00j)  (3.242284096513469577e-02-2.520554472274775825e-17j)
 (4.390000000000000000e+02+0.000000000000000000e+00j)  (3.246718071809857886e-02+1.642911677937186172e-16j)
 (4.400000000000000000e+02+0.000000000000000000e+00j)  (3.247035034180147800e-02+1.350096950341580761e-16j)
 (4.410000000000000000e+02+0.000000000000000000e+00j)  (3.249098454946774961e-02-2.036493726271165833e-16j)
 (4.420000000000000000e+02+0.000000000000000000e+00j)  (3.252198676332061777e-02-8.767853164581584770e-17j)
 (4.430000000000000000e+02+0.000000000000000000e+00j)  (3.255044236609697800e-02+7.547590541891933878e-17j)
 (4.440000000000000000e+02+0.000000000000000000e+00j)  (3.256064554620798773e-02-3.075693795118518237e-18j)
 (4.450000000000000000e+02+0.000000000000000000e+00j)  (3.255752009121659629e-02+3.002089774460490881e-17j)
 (4.460000000000000000e+02+0.000000000000000000e+00j)  (3.257519731762120729e-02+1.567921654747588613e-16j)
 (4.470000000000000000e+02+0.000000000000000000e+00j)  (3.262485001091938730e-02+2.213288769151374591e-17j)
 (4.480000000000000000e+02+0.000000000000000000e+00j)  (3.265550658707152415e-02+3.117920853049198248e-18j)
 (4.490000000000000000e+02+0.000000000000000000e+00j)  (3.268717553582255186e-02+3.756473577136365323e-16j)
 (4.500000000000000000e+02+0.000000000000000000e+00j)  (3.268604409715818865e-02-1.849761891582488267e-16j)
 (4.510000000000000000e+02+0.000000000000000000e+00j)  (3.268849014796415542e-02+2.738496188861501173e-16j)
 (4.520000000000000000e+02+0.000000000000000000e+00j)  (3.270281260660263395e-02+8.706033026871047249e-17j)
 (4.530000000000000000e+02+0.000000000000000000e+00j)  (3.272267834569424910e-02+1.663012239060534622e-16j)
 (4.540000000000000000e+02+0.000000000000000000e+00j)  (3.277364258290985793e-02-4.223741567189476730e-17j)
 (4.550000000000000000e+02+0.000000000000000000e+00j)  (3.282463362490239261e-02-4.282513095609223674e-18j)
 (4.560000000000000000e+02+0.000000000000000000e+00j)  (3.275598194641813482e-02-2.695280615915909887e-16j)
 (4.570000000000000000e+02+0.000000000000000000e+00j)  (3.279123919192619696e-02+1.017102287900300202e-16j)
 (4.580000000000000000e+02+0.000000000000000000e+00j)  (3.282255469173637336e-02+9.574985731602559518e-18j)
 (4.590000000000000000e+02+0.000000000000000000e+00j)  (3.281197745707637586e-02-3.127114889255365252e-17j)
 (4.600000000000000000e+02+0.000000000000000000e+00j)  (3.285822103083831797e-02-2.318201249604493396e-16j)
 (4.610000000000000000e+02+0.000000000000000000e+00j)  (3.288757917442451661e-02+3.101533405298769442e-16j)
 (4.620000000000000000e+02+0.000000000000000000e+00j)  (3.288919508969594119e-02+1.593366753271274768e-16j)
 (4.630000000000000000e+02+0.000000000000000000e+00j)  (3.291135665628713847e-02-1.941321353044186339e-16j)
 (4.640000000000000000e+02+0.000000000000000000e+00j)  (3.293988574802396430e-02+6.521627097930431166e-17j)
 (4.650000000000000000e+02+0.000000000000000000e+00j)  (3.292364557020263649e-02+3.832420220396872343e-17j)
 (4.660000000000000000e+02+0.000000000000000000e+00j)  (3.295083812061871953e-02-1.081519998213053685e-16j)
 (4.670000000000000000e+02+0.000000000000000000e+00j)  (3.298548121468104777e-02-2.369246006946629479e-16j)
 (4.680000000000000000e+02+0.000000000000000000e+00j)  (3.296270415665932679e-02-8.876377521717351558e-17j)
 (4.690000000000000000e+02+0.000000000000000000e+00j)  (3.300396233792233375e-02-3.027525610865969508e-16j)
 (4.700000000000000000e+02+0.000000000000000000e+00j)  (3.304627456223958176e-02+1.368638178931203245e-16j)
 (4.710000000000000000e+02+0.000000000000000000e+00j)  (3.301884251178092977e-02-3.578780905269595365e-16j)
 (4.720000000000000000e+02+0.000000000000000000e+00j)  (3.302175912983701389e-02-9.956357229142291593e-17j)
 (4.730000000000000000e+02+0.000000000000000000e+00j)  (3.304949384585809807e-02-1.310909987627923842e-16j)
 (4.740000000000000000e+02+0.000000000000000000e+00j)  (3.304343521377926113e-02+1.569540647430221005e-16j)
 (4.750000000000000000e+02+0.000000000000000000e+00j)  (3.306227844412764488e-02-1.466955984089333755e-16j)
 (4.760000000000000000e+02+0.000000000000000000e+00j)  (3.310481609805930592e-02-2.264152724069890799e-17j)
 (4.770000000000000000e+02+0.000000000000000000e+00j)  (3.309276100606030335e-02+1.733575063932569689e-16j)
 (4.780000000000000000e+02+0.000000000000000000e+00j)  (3.310773215433483740e-02-1.015999121300903077e-16j)
 (4.790000000000000000e+02+0.000000000000000000e+00j)  (3.313757669614332546e-02+2.865221797504246946e-16j)
 (4.800000000000000000e+02+0.000000000000000000e+00j)  (3.310982689072723695e-02-3.182120612120230738e-17j)
 (4.810000000000000000e+02+0.000000000000000000e+00j)  (3.314528192675293000e-02-6.927463498943631995e-17j)
 (4.820000000000000000e+02+0.000000000000000000e+00j)  (3.313374408306318797e-02+2.531433258041307382e-17j)
 (4.830000000000000000e+02+0.000000000000000000e+00j)  (3.317320487146559888e-02-4.803917460363863852e-17j)
 (4.840000000000000000e+02+0.000000000000000000e+00j)  (3.317593309929264128e-02+6.099499294852017426e-17j)
 (4.850000000000000000e+02+0.000000000000000000e+00j)  (3.315834312807511286e-02+9.482967769300468228e-17j)
 (4.860000000000000000e+02+0.000000000000000000e+00j)  (3.320462608515720865e-02-1.039933104664092379e-16j)
 (4.870000000000000000e+02+0.000000000000000000e+00j)  (3.320306996780530984e-02+1.564035420128330221e-16j)
 (4.880000000000000000e+02+0.000000000000000000e+00j)  (3.320650101432526952e-02+1.351726404150134147e-16j)
 (4.890000000000000000e+02+0.000000000000000000e+00j)  (3.317453580865153268e-02+1.395262895673306477e-16j)
 (4.900000000000000000e+02+0.000000000000000000e+00j)  (3.320679835356753207e-02+1.690888876051547450e-16j)
 (4.910000000000000000e+02+0.000000000000000000e+00j)  (3.325135781175070360e-02+4.801701464446308627e-17j)
 (4.920000000000000000e+02+0.000000000000000000e+00j)  (3.326553182572213052e-02-5.005143849912644341e-17j)
 (4.930000000000000000e+02+0.000000000000000000e+00j)  (3.320534167424533945e-02+1.161093253249429070e-17j)
 (4.940000000000000000e+02+0.000000000000000000e+00j)  (3.324649885288685075e-02+4.407345069553625836e-17j)
 (4.950000000000000000e+02+0.000000000000000000e+00j)  (3.324845490986499952e-02-1.726102927681902671e-18j)
 (4.960000000000000000e+02+0.000000000000000000e+00j)  (3.325136650551124146e-02-2.364904801650915140e-16j)
 (4.970000000000000000e+02+0.000000000000000000e+00j)  (3.324662744070123327e-02+1.181477638144047148e-16j)
 (4.980000000000000000e+02+0.000000000000000000e+00j)  (3.327660829420993338e-02+1.973190876102462561e-16j)
 (4.990000000000000000e+02+0.000000000000000000e+00j)  (3.327474375636355064e-02-9.450667680371512729e-17j)
 (5.000000000000000000e+02+0.000000000000000000e+00j)  (3.324718307734848138e-02-8.554203618255104544e-17j)
 (5.010000000000000000e+02+0.000000000000000000e+00j)  (3.331995822907419386e-02+3.174578074539033596e-18j)
 (5.020000000000000000e+02+0.000000000000000000e+00j)  (3.330584361704372331e-02+6.358935335299399728e-17j)
 (5.030000000000000000e+02+0.000000000000000000e+00j)  (3.327230736066765643e-02-2.889967462208480460e-16j)
 (5.040000000000000000e+02+0.000000000000000000e+00j)  (3.329071054806401198e-02-1.211878739733591035e-16j)
 (5.050000000000000000e+02+0.000000000000000000e+00j)  (3.330307426563437756e-02+1.938079996749424775e-17j)
