# Iteration    J_value
 (5.000000000000000000e+01+0.000000000000000000e+00j)  (2.233700532440661135e+01-9.060533953859543204e-16j)
 (5.100000000000000000e+01+0.000000000000000000e+00j)  (2.210143866923669620e+01-1.370593480638405228e-15j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)  (2.186829365661742841e+01-9.692745603730677422e-16j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)  (2.163689724157609717e+01-3.224992610115041256e-16j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)  (2.140720143683882526e+01+5.207661329689731596e-16j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)  (2.117893152096959497e+01-1.270115461693039516e-15j)
 (5.600000000000000000e+01+0.000000000000000000e+00j)  (2.095288607916793211e+01-6.603522394693605467e-16j)
 (5.700000000000000000e+01+0.000000000000000000e+00j)  (2.072836489351583822e+01+2.127510525124997857e-16j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)  (2.050569770332622355e+01+8.386886954583053729e-16j)
 (5.900000000000000000e+01+0.000000000000000000e+00j)  (2.028489845304838823e+01+6.666382519498106779e-16j)
 (6.000000000000000000e+01+0.000000000000000000e+00j)  (2.006593702225816145e+01+3.591079908331147681e-16j)
 (6.100000000000000000e+01+0.000000000000000000e+00j)  (1.984847110476701459e+01-6.128680209138856940e-16j)
 (6.200000000000000000e+01+0.000000000000000000e+00j)  (1.963245394091320861e+01-1.584089224723307690e-16j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)  (1.941873475050664766e+01+1.110442829340756670e-15j)
 (6.400000000000000000e+01+0.000000000000000000e+00j)  (1.920551659791825827e+01+1.088786130951086990e-15j)
 (6.500000000000000000e+01+0.000000000000000000e+00j)  (1.899519762831768688e+01+1.671364410711593361e-15j)
 (6.600000000000000000e+01+0.000000000000000000e+00j)  (1.878590275530038767e+01+1.887276037745939216e-16j)
 (6.700000000000000000e+01+0.000000000000000000e+00j)  (1.857864181322488051e+01+1.114683016195038729e-15j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)  (1.837298226457444272e+01+4.719685985412896024e-16j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)  (1.816884627104552408e+01+1.187957028989762856e-15j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)  (1.796657766593219563e+01+4.637895601252176359e-16j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)  (1.776583521262303478e+01+1.804634112712881559e-16j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)  (1.756634644092140363e+01-1.561759169819573421e-15j)
 (7.300000000000000000e+01+0.000000000000000000e+00j)  (1.736891828315200925e+01-4.112188666577992896e-16j)
 (7.400000000000000000e+01+0.000000000000000000e+00j)  (1.717280448341568544e+01+1.542029421941224221e-15j)
 (7.500000000000000000e+01+0.000000000000000000e+00j)  (1.697855358994085861e+01-1.003213207453058043e-15j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)  (1.678533192698105125e+01-2.569086647165746139e-16j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)  (1.659437496571085546e+01-1.584671717664062023e-15j)
 (7.800000000000000000e+01+0.000000000000000000e+00j)  (1.640454826010786249e+01+1.933683313950071979e-15j)
 (7.900000000000000000e+01+0.000000000000000000e+00j)  (1.621660503073917425e+01-2.940662894134358586e-16j)
 (8.000000000000000000e+01+0.000000000000000000e+00j)  (1.602997619805004703e+01-2.769060501231446567e-16j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)  (1.584483585418619711e+01-4.555549746528346106e-16j)
 (8.200000000000000000e+01+0.000000000000000000e+00j)  (1.566173672871386557e+01+7.532989324669211181e-16j)
 (8.300000000000000000e+01+0.000000000000000000e+00j)  (1.547962688902103601e+01-9.943579710975812463e-16j)
 (8.400000000000000000e+01+0.000000000000000000e+00j)  (1.529940992697632041e+01-3.134898341170530076e-16j)
 (8.500000000000000000e+01+0.000000000000000000e+00j)  (1.512066204251789436e+01+1.560915375511599050e-16j)
 (8.600000000000000000e+01+0.000000000000000000e+00j)  (1.494280428921190840e+01-3.155203153772585184e-16j)
 (8.700000000000000000e+01+0.000000000000000000e+00j)  (1.476738162833866497e+01-1.028246383354926581e-15j)
 (8.800000000000000000e+01+0.000000000000000000e+00j)  (1.459280767714158600e+01-8.331667768297085137e-16j)
 (8.900000000000000000e+01+0.000000000000000000e+00j)  (1.442008778744233943e+01-8.225174360711140261e-16j)
 (9.000000000000000000e+01+0.000000000000000000e+00j)  (1.424893493258804256e+01+9.397052928413066845e-16j)
 (9.100000000000000000e+01+0.000000000000000000e+00j)  (1.407900529530003908e+01+7.037874182836434927e-16j)
 (9.200000000000000000e+01+0.000000000000000000e+00j)  (1.391028187495860458e+01-3.732448079514781111e-16j)
 (9.300000000000000000e+01+0.000000000000000000e+00j)  (1.374336680190659621e+01+1.612000785725912438e-16j)
 (9.400000000000000000e+01+0.000000000000000000e+00j)  (1.357799259845038264e+01-1.020622667129791442e-15j)
 (9.500000000000000000e+01+0.000000000000000000e+00j)  (1.341337382266419986e+01+4.164765475053045428e-16j)
 (9.600000000000000000e+01+0.000000000000000000e+00j)  (1.325086195376478493e+01+1.024270965981340403e-15j)
 (9.700000000000000000e+01+0.000000000000000000e+00j)  (1.308954292124966123e+01+1.302222138479618217e-15j)
 (9.800000000000000000e+01+0.000000000000000000e+00j)  (1.292982399744699684e+01+6.153456768995404960e-16j)
 (9.900000000000000000e+01+0.000000000000000000e+00j)  (1.277143884613942681e+01-1.627786911823283003e-16j)
 (1.000000000000000000e+02+0.000000000000000000e+00j)  (1.261419029788476109e+01+6.168176200390219582e-16j)
 (1.010000000000000000e+02+0.000000000000000000e+00j)  (1.245851744381136328e+01+1.289199371759923278e-15j)
 (1.020000000000000000e+02+0.000000000000000000e+00j)  (1.230414981896896442e+01-1.136478440246211737e-15j)
 (1.030000000000000000e+02+0.000000000000000000e+00j)  (1.215145438472507244e+01-5.698017959560579841e-16j)
 (1.040000000000000000e+02+0.000000000000000000e+00j)  (1.199968548110979150e+01-8.494221987346170190e-16j)
 (1.050000000000000000e+02+0.000000000000000000e+00j)  (1.184967740901922539e+01-8.174526144172796148e-16j)
 (1.060000000000000000e+02+0.000000000000000000e+00j)  (1.170079055595974182e+01+3.877027178518986448e-16j)
 (1.070000000000000000e+02+0.000000000000000000e+00j)  (1.155334965797388058e+01-1.512466784357312741e-15j)
 (1.080000000000000000e+02+0.000000000000000000e+00j)  (1.140715478976006736e+01-1.572610734886745207e-15j)
 (1.090000000000000000e+02+0.000000000000000000e+00j)  (1.126220705841622127e+01+3.175981861791745936e-16j)
 (1.100000000000000000e+02+0.000000000000000000e+00j)  (1.111875287494184938e+01-1.162545412088381812e-15j)
 (1.110000000000000000e+02+0.000000000000000000e+00j)  (1.097625659733992087e+01-5.114292736482891484e-16j)
 (1.120000000000000000e+02+0.000000000000000000e+00j)  (1.083549879958820661e+01+1.777193972088622896e-17j)
 (1.130000000000000000e+02+0.000000000000000000e+00j)  (1.069558076910456812e+01+1.740099982185169131e-17j)
 (1.140000000000000000e+02+0.000000000000000000e+00j)  (1.055715508229957500e+01-1.175073387178306431e-15j)
 (1.150000000000000000e+02+0.000000000000000000e+00j)  (1.042012422386538084e+01-7.747455239084149392e-16j)
 (1.160000000000000000e+02+0.000000000000000000e+00j)  (1.028421647474550760e+01-7.106789611443216863e-17j)
 (1.170000000000000000e+02+0.000000000000000000e+00j)  (1.014949924434488615e+01+5.751381311349199405e-16j)
 (1.180000000000000000e+02+0.000000000000000000e+00j)  (1.001611233267688306e+01-1.906597988831281480e-17j)
 (1.190000000000000000e+02+0.000000000000000000e+00j)  (9.883916989842804313e+00-9.634465347712145003e-16j)
 (1.200000000000000000e+02+0.000000000000000000e+00j)  (9.753071163950000511e+00-4.587445617031290036e-17j)
 (1.210000000000000000e+02+0.000000000000000000e+00j)  (9.623172449718744303e+00+1.338690341256167515e-15j)
 (1.220000000000000000e+02+0.000000000000000000e+00j)  (9.494829990620596405e+00-7.152270165532785935e-16j)
 (1.230000000000000000e+02+0.000000000000000000e+00j)  (9.367703127764322346e+00-5.151942002353473118e-18j)
 (1.240000000000000000e+02+0.000000000000000000e+00j)  (9.241562076277592297e+00+6.338893184906221706e-17j)
 (1.250000000000000000e+02+0.000000000000000000e+00j)  (9.116615694760305644e+00+9.694848164713557983e-16j)
 (1.260000000000000000e+02+0.000000000000000000e+00j)  (8.992861669634804045e+00-5.720286094145402746e-16j)
 (1.270000000000000000e+02+0.000000000000000000e+00j)  (8.870315180214765505e+00-2.080373562554956064e-15j)
 (1.280000000000000000e+02+0.000000000000000000e+00j)  (8.748855921200782149e+00+2.348851130301125553e-16j)
 (1.290000000000000000e+02+0.000000000000000000e+00j)  (8.628496431251400978e+00-1.570430200466895042e-16j)
 (1.300000000000000000e+02+0.000000000000000000e+00j)  (8.509651272881290751e+00+3.186769357225049759e-16j)
 (1.310000000000000000e+02+0.000000000000000000e+00j)  (8.391525289352074424e+00+1.053299394951750001e-15j)
 (1.320000000000000000e+02+0.000000000000000000e+00j)  (8.274684386636074862e+00+2.620959372151531748e-16j)
 (1.330000000000000000e+02+0.000000000000000000e+00j)  (8.159146659726838280e+00-1.640071221009403411e-16j)
 (1.340000000000000000e+02+0.000000000000000000e+00j)  (8.044288145601896645e+00-3.062624106793466794e-16j)
 (1.350000000000000000e+02+0.000000000000000000e+00j)  (7.930683466521145419e+00-7.513752587316168386e-16j)
 (1.360000000000000000e+02+0.000000000000000000e+00j)  (7.818426642733957266e+00+8.481074902228956545e-16j)
 (1.370000000000000000e+02+0.000000000000000000e+00j)  (7.707083474882539420e+00+1.200430183521408058e-15j)
 (1.380000000000000000e+02+0.000000000000000000e+00j)  (7.596800219675302834e+00+4.470393294068840668e-16j)
 (1.390000000000000000e+02+0.000000000000000000e+00j)  (7.487774433840130861e+00+3.420187665578998161e-16j)
 (1.400000000000000000e+02+0.000000000000000000e+00j)  (7.379796458508869783e+00-3.018972651805947990e-16j)
 (1.410000000000000000e+02+0.000000000000000000e+00j)  (7.272856756125352540e+00+3.334231284885061498e-16j)
 (1.420000000000000000e+02+0.000000000000000000e+00j)  (7.166750640167466102e+00+3.452581329238817900e-17j)
 (1.430000000000000000e+02+0.000000000000000000e+00j)  (7.062032802368753970e+00-9.907395663447570661e-16j)
 (1.440000000000000000e+02+0.000000000000000000e+00j)  (6.958204672281926406e+00-5.684876460679117967e-16j)
 (1.450000000000000000e+02+0.000000000000000000e+00j)  (6.855270367705720957e+00+1.018911956638647971e-15j)
 (1.460000000000000000e+02+0.000000000000000000e+00j)  (6.753502998847594085e+00+6.016982999632908557e-19j)
 (1.470000000000000000e+02+0.000000000000000000e+00j)  (6.653055746465846632e+00+3.387751323573751744e-16j)
 (1.480000000000000000e+02+0.000000000000000000e+00j)  (6.553265965953325001e+00+1.520307343752012268e-16j)
 (1.490000000000000000e+02+0.000000000000000000e+00j)  (6.454539566404675632e+00+5.464951653792857910e-16j)
 (1.500000000000000000e+02+0.000000000000000000e+00j)  (6.356895953569600799e+00-1.235352984303184472e-16j)
 (1.510000000000000000e+02+0.000000000000000000e+00j)  (6.260282028263311815e+00+5.909063075425010110e-17j)
 (1.520000000000000000e+02+0.000000000000000000e+00j)  (6.164429514021952272e+00+4.355605593295089745e-16j)
 (1.530000000000000000e+02+0.000000000000000000e+00j)  (6.069969959556188677e+00+1.360880301784116501e-15j)
 (1.540000000000000000e+02+0.000000000000000000e+00j)  (5.976224934828163526e+00-1.012686841055019859e-16j)
 (1.550000000000000000e+02+0.000000000000000000e+00j)  (5.883569498026022693e+00-3.846671692152022349e-16j)
 (1.560000000000000000e+02+0.000000000000000000e+00j)  (5.791711589536747695e+00-7.100636211578540291e-16j)
 (1.570000000000000000e+02+0.000000000000000000e+00j)  (5.700839806860466652e+00-5.869023101223221620e-16j)
 (1.580000000000000000e+02+0.000000000000000000e+00j)  (5.611331031083174103e+00+8.475821415231752031e-16j)
 (1.590000000000000000e+02+0.000000000000000000e+00j)  (5.522430640099606158e+00-8.721963270501253692e-16j)
 (1.600000000000000000e+02+0.000000000000000000e+00j)  (5.434612078744288866e+00-9.696123111408606698e-16j)
 (1.610000000000000000e+02+0.000000000000000000e+00j)  (5.347816223842211336e+00-5.166515578011532114e-16j)
 (1.620000000000000000e+02+0.000000000000000000e+00j)  (5.261702793174367621e+00+1.920130191196064415e-16j)
 (1.630000000000000000e+02+0.000000000000000000e+00j)  (5.176761311299607371e+00+5.772924746718667068e-16j)
 (1.640000000000000000e+02+0.000000000000000000e+00j)  (5.092619772262256816e+00+6.647816292224110584e-16j)
 (1.650000000000000000e+02+0.000000000000000000e+00j)  (5.009382608785347912e+00+5.877851066808165885e-16j)
 (1.660000000000000000e+02+0.000000000000000000e+00j)  (4.927320980214358492e+00-6.194940535811222295e-16j)
 (1.670000000000000000e+02+0.000000000000000000e+00j)  (4.845822031162696497e+00+3.932870181402462865e-17j)
 (1.680000000000000000e+02+0.000000000000000000e+00j)  (4.765402429128775097e+00+2.248270298276280637e-16j)
 (1.690000000000000000e+02+0.000000000000000000e+00j)  (4.686078664187268927e+00-7.607031785535803745e-16j)
 (1.700000000000000000e+02+0.000000000000000000e+00j)  (4.607520752272309394e+00-7.082129675100590441e-16j)
 (1.710000000000000000e+02+0.000000000000000000e+00j)  (4.529775961339471912e+00+2.437057493184325556e-16j)
 (1.720000000000000000e+02+0.000000000000000000e+00j)  (4.453080773878925314e+00+4.623623116501699690e-16j)
 (1.730000000000000000e+02+0.000000000000000000e+00j)  (4.377002822780849733e+00-6.068100339746599805e-16j)
 (1.740000000000000000e+02+0.000000000000000000e+00j)  (4.302059250814199487e+00-1.959937040196770599e-16j)
 (1.750000000000000000e+02+0.000000000000000000e+00j)  (4.227941549045437952e+00+4.852894929017142747e-17j)
 (1.760000000000000000e+02+0.000000000000000000e+00j)  (4.154674408244606987e+00+6.052330561667315085e-16j)
 (1.770000000000000000e+02+0.000000000000000000e+00j)  (4.082347229996503124e+00-3.823564116930359892e-16j)
 (1.780000000000000000e+02+0.000000000000000000e+00j)  (4.010765521568870895e+00-1.926150801737608242e-16j)
 (1.790000000000000000e+02+0.000000000000000000e+00j)  (3.940217695424369726e+00-9.711352308613545700e-16j)
 (1.800000000000000000e+02+0.000000000000000000e+00j)  (3.870284712973384167e+00-5.482842203855485065e-16j)
 (1.810000000000000000e+02+0.000000000000000000e+00j)  (3.801364278373843053e+00+7.955085241755603918e-18j)
 (1.820000000000000000e+02+0.000000000000000000e+00j)  (3.733267388782901541e+00+1.420967256519000134e-16j)
 (1.830000000000000000e+02+0.000000000000000000e+00j)  (3.666057596247897621e+00-6.144318977201757730e-16j)
 (1.840000000000000000e+02+0.000000000000000000e+00j)  (3.599635539292008080e+00-2.822549447134799983e-16j)
 (1.850000000000000000e+02+0.000000000000000000e+00j)  (3.533879402219649801e+00-5.334964120510610796e-16j)
 (1.860000000000000000e+02+0.000000000000000000e+00j)  (3.469251938816282355e+00+5.134477237136446615e-16j)
 (1.870000000000000000e+02+0.000000000000000000e+00j)  (3.405129315568759640e+00+3.691579935647774155e-16j)
 (1.880000000000000000e+02+0.000000000000000000e+00j)  (3.342079519817657829e+00-1.241393535794934343e-16j)
 (1.890000000000000000e+02+0.000000000000000000e+00j)  (3.279627924933760763e+00-7.830060690032775936e-17j)
 (1.900000000000000000e+02+0.000000000000000000e+00j)  (3.218089611327181743e+00+1.707748435112302956e-16j)
 (1.910000000000000000e+02+0.000000000000000000e+00j)  (3.157298812659034226e+00+6.793433005849449052e-16j)
 (1.920000000000000000e+02+0.000000000000000000e+00j)  (3.097437152013134742e+00+2.811297420515109721e-16j)
 (1.930000000000000000e+02+0.000000000000000000e+00j)  (3.038162393156404573e+00+1.571084743904977644e-17j)
 (1.940000000000000000e+02+0.000000000000000000e+00j)  (2.979777163599534262e+00-6.044125736039324677e-16j)
 (1.950000000000000000e+02+0.000000000000000000e+00j)  (2.922055442689453830e+00+1.722448246683150097e-16j)
 (1.960000000000000000e+02+0.000000000000000000e+00j)  (2.865476167843953537e+00-3.222181492012770275e-16j)
 (1.970000000000000000e+02+0.000000000000000000e+00j)  (2.809278597018710411e+00-5.640149880189190711e-16j)
 (1.980000000000000000e+02+0.000000000000000000e+00j)  (2.753883030328231563e+00-3.896737126985885360e-16j)
 (1.990000000000000000e+02+0.000000000000000000e+00j)  (2.699374514718221985e+00+1.630165979307872330e-16j)
 (2.000000000000000000e+02+0.000000000000000000e+00j)  (2.645537884563466058e+00-2.281643789780814744e-16j)
 (2.010000000000000000e+02+0.000000000000000000e+00j)  (2.592474518382854587e+00+6.458876955990571754e-16j)
 (2.020000000000000000e+02+0.000000000000000000e+00j)  (2.540068566396584515e+00-6.826285964039820172e-17j)
 (2.030000000000000000e+02+0.000000000000000000e+00j)  (2.488511158791739675e+00-2.424931752503021556e-16j)
 (2.040000000000000000e+02+0.000000000000000000e+00j)  (2.437623385117010155e+00+7.289439134066447939e-16j)
 (2.050000000000000000e+02+0.000000000000000000e+00j)  (2.387503478645299548e+00+4.430764848631010146e-16j)
 (2.060000000000000000e+02+0.000000000000000000e+00j)  (2.338019039737089688e+00-2.031372580916801514e-16j)
 (2.070000000000000000e+02+0.000000000000000000e+00j)  (2.289344467250697512e+00-2.603278802386511995e-16j)
 (2.080000000000000000e+02+0.000000000000000000e+00j)  (2.241328661088591634e+00-1.906230455009771355e-16j)
 (2.090000000000000000e+02+0.000000000000000000e+00j)  (2.193975956470205269e+00+4.788594534077423965e-16j)
 (2.100000000000000000e+02+0.000000000000000000e+00j)  (2.147341758436058345e+00-3.545991607059135978e-16j)
 (2.110000000000000000e+02+0.000000000000000000e+00j)  (2.101359214309770351e+00-2.330103309935861894e-16j)
 (2.120000000000000000e+02+0.000000000000000000e+00j)  (2.056136935950216404e+00+3.312306634627859395e-16j)
 (2.130000000000000000e+02+0.000000000000000000e+00j)  (2.011479440033250299e+00+4.490257624428744356e-16j)
 (2.140000000000000000e+02+0.000000000000000000e+00j)  (1.967573587833913784e+00+5.464172675264641867e-17j)
 (2.150000000000000000e+02+0.000000000000000000e+00j)  (1.924309672938863125e+00-1.300764475667999124e-16j)
 (2.160000000000000000e+02+0.000000000000000000e+00j)  (1.881739344537698866e+00-5.383819909951675765e-16j)
 (2.170000000000000000e+02+0.000000000000000000e+00j)  (1.839757817481596724e+00+5.529904141059780816e-16j)
 (2.180000000000000000e+02+0.000000000000000000e+00j)  (1.798472374055719136e+00+2.966582936663422221e-16j)
 (2.190000000000000000e+02+0.000000000000000000e+00j)  (1.757833530109735198e+00-4.559763092900419878e-16j)
 (2.200000000000000000e+02+0.000000000000000000e+00j)  (1.717770464349090975e+00-1.684124731003275446e-16j)
 (2.210000000000000000e+02+0.000000000000000000e+00j)  (1.678407576778586430e+00-5.407746503231490653e-17j)
 (2.220000000000000000e+02+0.000000000000000000e+00j)  (1.639668291641034781e+00+8.253580168211632034e-17j)
 (2.230000000000000000e+02+0.000000000000000000e+00j)  (1.601527146431454662e+00-8.288573210382498752e-17j)
 (2.240000000000000000e+02+0.000000000000000000e+00j)  (1.564033886276837038e+00+5.522533418796323788e-17j)
 (2.250000000000000000e+02+0.000000000000000000e+00j)  (1.527133267334382705e+00-3.880984163577302622e-18j)
 (2.260000000000000000e+02+0.000000000000000000e+00j)  (1.490813201164479906e+00-3.274344060998590357e-16j)
 (2.270000000000000000e+02+0.000000000000000000e+00j)  (1.455175743097251173e+00+5.445498557555589153e-17j)
 (2.280000000000000000e+02+0.000000000000000000e+00j)  (1.420002093385699604e+00-1.123066389049146640e-16j)
 (2.290000000000000000e+02+0.000000000000000000e+00j)  (1.385473561927870856e+00-1.670343137683839713e-16j)
 (2.300000000000000000e+02+0.000000000000000000e+00j)  (1.351536305567565099e+00+2.454998343855083429e-16j)
 (2.310000000000000000e+02+0.000000000000000000e+00j)  (1.318153735974116225e+00-3.078372130306282718e-16j)
 (2.320000000000000000e+02+0.000000000000000000e+00j)  (1.285330601351031277e+00-8.725233137240455109e-17j)
 (2.330000000000000000e+02+0.000000000000000000e+00j)  (1.253128614716528144e+00+1.283114260429797237e-16j)
 (2.340000000000000000e+02+0.000000000000000000e+00j)  (1.221419409705813308e+00+2.375829253417660226e-16j)
 (2.350000000000000000e+02+0.000000000000000000e+00j)  (1.190256134523731690e+00-2.510981163908286043e-16j)
 (2.360000000000000000e+02+0.000000000000000000e+00j)  (1.159685073558285096e+00+5.802541049876224302e-18j)
 (2.370000000000000000e+02+0.000000000000000000e+00j)  (1.129719105143851321e+00-1.506159490427943627e-16j)
 (2.380000000000000000e+02+0.000000000000000000e+00j)  (1.100175675100057759e+00+1.474193000832767080e-16j)
 (2.390000000000000000e+02+0.000000000000000000e+00j)  (1.071161628236183994e+00-5.148840628205632879e-18j)
 (2.400000000000000000e+02+0.000000000000000000e+00j)  (1.042753142236983566e+00-2.035089217755446567e-16j)
 (2.410000000000000000e+02+0.000000000000000000e+00j)  (1.014839656469924467e+00-3.366770228687233233e-16j)
 (2.420000000000000000e+02+0.000000000000000000e+00j)  (9.874351757640016380e-01-1.735077201839983298e-16j)
 (2.430000000000000000e+02+0.000000000000000000e+00j)  (9.605156681264522822e-01+5.650065003887881237e-17j)
 (2.440000000000000000e+02+0.000000000000000000e+00j)  (9.341650130627566773e-01+7.047345934178070503e-17j)
 (2.450000000000000000e+02+0.000000000000000000e+00j)  (9.082409402547926280e-01-1.757654295715388560e-16j)
 (2.460000000000000000e+02+0.000000000000000000e+00j)  (8.828272098895513231e-01+1.713986967646093168e-17j)
 (2.470000000000000000e+02+0.000000000000000000e+00j)  (8.579072742687459119e-01-6.360525382858381263e-17j)
 (2.480000000000000000e+02+0.000000000000000000e+00j)  (8.334567269613393226e-01-1.568318420635552001e-16j)
 (2.490000000000000000e+02+0.000000000000000000e+00j)  (8.095004024848800883e-01+2.525609779821393508e-17j)
 (2.500000000000000000e+02+0.000000000000000000e+00j)  (7.860083063947719273e-01-2.413805315600541849e-17j)
 (2.510000000000000000e+02+0.000000000000000000e+00j)  (7.630066749300080664e-01-2.211634370081555556e-16j)
 (2.520000000000000000e+02+0.000000000000000000e+00j)  (7.404795251614637586e-01-7.894347371806996501e-17j)
 (2.530000000000000000e+02+0.000000000000000000e+00j)  (7.183438816273080008e-01+7.584723833517460288e-17j)
