# Time(fs)    f(t)(a.u.)
0.000000000000000000e+00 -2.174949390036827945e-04
5.715102157451065062e-02 -2.168497750343796886e-04
1.143020431490213012e-01 -2.160910657101497933e-04
1.714530647235319449e-01 -2.152192314041909756e-04
2.286040862980426025e-01 -2.142347576295387725e-04
2.857551078725532601e-01 -2.131381865660384204e-04
3.429061294470638899e-01 -2.119301170938668415e-04
4.000571510215745197e-01 -2.106112093157748975e-04
4.572081725960852050e-01 -2.091821839650682263e-04
5.143591941705959458e-01 -2.076438168432158469e-04
5.715102157451065201e-01 -2.059969450970271796e-04
6.286612373196170944e-01 -2.042424604906607538e-04
6.858122588941277797e-01 -2.023813127787553012e-04
7.429632804686384651e-01 -2.004145075043300874e-04
8.001143020431490394e-01 -1.983431068408843332e-04
8.572653236176597247e-01 -1.961682284101557892e-04
9.144163451921704100e-01 -1.938910440171347086e-04
9.715673667666810953e-01 -1.915127807325825253e-04
1.028718388341191892e+00 -1.890347172103280262e-04
1.085869409915702244e+00 -1.864581861394617773e-04
1.143020431490213040e+00 -1.837845716328884182e-04
1.200171453064723615e+00 -1.810153096783796744e-04
1.257322474639234189e+00 -1.781518859453925239e-04
1.314473496213744985e+00 -1.751958362259144197e-04
1.371624517788255559e+00 -1.721487454511208949e-04
1.428775539362766356e+00 -1.690122460727551228e-04
1.485926560937276930e+00 -1.657880179088800190e-04
1.543077582511787504e+00 -1.624777866167213683e-04
1.600228604086298079e+00 -1.590833237462312339e-04
1.657379625660808875e+00 -1.556064446366846224e-04
1.714530647235319449e+00 -1.520490079235289058e-04
1.771681668809830246e+00 -1.484129155757391949e-04
1.828832690384340820e+00 -1.447001096117683317e-04
1.885983711958851394e+00 -1.409125729886722518e-04
1.943134733533362191e+00 -1.370523271818377224e-04
2.000285755107872543e+00 -1.331214329366111097e-04
2.057436776682383783e+00 -1.291219873092220346e-04
2.114587798256894136e+00 -1.250561233274823038e-04
2.171738819831404488e+00 -1.209260083055165263e-04
2.228889841405915284e+00 -1.167338436060691784e-04
2.286040862980426080e+00 -1.124818628805998404e-04
2.343191884554936433e+00 -1.081723309235986302e-04
2.400342906129447229e+00 -1.038075425101248810e-04
2.457493927703958025e+00 -9.938982089106865509e-05
2.514644949278468378e+00 -9.492151724907546149e-05
2.571795970852979174e+00 -9.040500924969053099e-05
2.628946992427489970e+00 -8.584269832243748258e-05
2.686098014002000767e+00 -8.123701034888682212e-05
2.743249035576511119e+00 -7.659039303195340172e-05
2.800400057151021915e+00 -7.190531555461954054e-05
2.857551078725532712e+00 -6.718426673774079442e-05
2.914702100300043064e+00 -6.242975429518065917e-05
2.971853121874553860e+00 -5.764430196149853596e-05
3.029004143449064657e+00 -5.283044958122935542e-05
3.086155165023575009e+00 -4.799075174375159146e-05
3.143306186598085361e+00 -4.312777518120368040e-05
3.200457208172596157e+00 -3.824409884505270942e-05
3.257608229747107398e+00 -3.334231154540662656e-05
3.314759251321617750e+00 -2.842501103667655017e-05
3.371910272896128546e+00 -2.349480246647348822e-05
3.429061294470638899e+00 -1.855429689849812561e-05
3.486212316045149251e+00 -1.360611022541228501e-05
3.543363337619660491e+00 -8.652861566984174684e-06
3.600514359194171288e+00 -3.697171688787720888e-06
3.657665380768681640e+00 1.258338044747350750e-06
3.714816402343191992e+00 6.211047234304334218e-06
3.771967423917702789e+00 1.115833801483540784e-05
3.829118445492214029e+00 1.609759617280171999e-05
3.886269467066724381e+00 2.102621264638892946e-05
3.943420488641234734e+00 2.594158485194231499e-05
4.000571510215745086e+00 3.084111821705774363e-05
4.057722531790256326e+00 3.572222736333662127e-05
4.114873553364767567e+00 4.058233753241003382e-05
4.172024574939277919e+00 4.541888635206931381e-05
4.229175596513788271e+00 5.022932528929811163e-05
4.286326618088298623e+00 5.501112010893586439e-05
4.343477639662808976e+00 5.976175241878400873e-05
4.400628661237320216e+00 6.447872153810384351e-05
4.457779682811830568e+00 6.915954582169549203e-05
4.514930704386341809e+00 7.380176334577614973e-05
4.572081725960852161e+00 7.840293381136024078e-05
4.629232747535362513e+00 8.296063995683493938e-05
4.686383769109872865e+00 8.747248817019418810e-05
4.743534790684384106e+00 9.193611038483340346e-05
4.800685812258894458e+00 9.634916514732217720e-05
4.857836833833405699e+00 1.007093388356649846e-04
4.914987855407916051e+00 1.050143464221602800e-04
4.972138876982426403e+00 1.092619333909893465e-04
5.029289898556936755e+00 1.134498766334879051e-04
5.086440920131447996e+00 1.175759858149370049e-04
5.143591941705958348e+00 1.216381041553887441e-04
5.200742963280468700e+00 1.256341100500106187e-04
5.257893984854979941e+00 1.295619175946748189e-04
5.315045006429490293e+00 1.334194779680550997e-04
5.372196028004001533e+00 1.372047808972452602e-04
5.429347049578511886e+00 1.409158556336323617e-04
5.486498071153022238e+00 1.445507711600007824e-04
5.543649092727532590e+00 1.481076379276962058e-04
5.600800114302043831e+00 1.515846087014886725e-04
5.657951135876555071e+00 1.549798800523550677e-04
5.715102157451065423e+00 1.582916923250362142e-04
5.772253179025575776e+00 1.615183308971703490e-04
5.829404200600086128e+00 1.646581272335973639e-04
5.886555222174596480e+00 1.677094602069856819e-04
5.943706243749107720e+00 1.706707562161129132e-04
6.000857265323618073e+00 1.735404903384004120e-04
6.058008286898129313e+00 1.763171869780732690e-04
6.115159308472639665e+00 1.789994202744123024e-04
6.172310330047150018e+00 1.815858159432990953e-04
6.229461351621661258e+00 1.840750508157807438e-04
6.286612373196170722e+00 1.864658544834829916e-04
6.343763394770681963e+00 1.887570092431033620e-04
6.400914416345192315e+00 1.909473507275644632e-04
6.458065437919703555e+00 1.930357693790316325e-04
6.515216459494214796e+00 1.950212099808614494e-04
6.572367481068724260e+00 1.969026722729149011e-04
6.629518502643235500e+00 1.986792122682613717e-04
6.686669524217745852e+00 2.003499420395044299e-04
6.743820545792257093e+00 2.019140305289186723e-04
6.800971567366767445e+00 2.033707037668362023e-04
6.858122588941277797e+00 2.047192448647617842e-04
6.915273610515789038e+00 2.059589956884474180e-04
6.972424632090298502e+00 2.070893554994002986e-04
7.029575653664809742e+00 2.081097823431193200e-04
7.086726675239320983e+00 2.090197925550337399e-04
7.143877696813831335e+00 2.098189620255435533e-04
7.201028718388342575e+00 2.105069258332670733e-04
7.258179739962852040e+00 2.110833778288906631e-04
7.315330761537363280e+00 2.115480713484153364e-04
7.372481783111874520e+00 2.119008203284011556e-04
7.429632804686383984e+00 2.121414971657144407e-04
7.486783826260895225e+00 2.122700345753906451e-04
7.543934847835405577e+00 2.122864243542250246e-04
7.601085869409916818e+00 2.121907183893408935e-04
7.658236890984428058e+00 2.119830280552035661e-04
7.715387912558937522e+00 2.116635236338536806e-04
7.772538934133448763e+00 2.112324360556655609e-04
7.829689955707958227e+00 2.106900545891640035e-04
7.886840977282469467e+00 2.100367266557940553e-04
7.943991998856980707e+00 2.092728603070385376e-04
8.001143020431490172e+00 2.083989210481944929e-04
8.058294042006002300e+00 2.074154328051682698e-04
8.115445063580512652e+00 2.063229775989426011e-04
8.172596085155023005e+00 2.051221953262144233e-04
8.229747106729535133e+00 2.038137824773296296e-04
8.286898128304043709e+00 2.023984929753859182e-04
8.344049149878555838e+00 2.008771368828702946e-04
8.401200171453064414e+00 1.992505793786189929e-04
8.458351193027576542e+00 1.975197428413000863e-04
8.515502214602086895e+00 1.956856034361072292e-04
8.572653236176597247e+00 1.937491923090125503e-04
8.629804257751109375e+00 1.917115931802974241e-04
8.686955279325617951e+00 1.895739441055450264e-04
8.744106300900130080e+00 1.873374356841513123e-04
8.801257322474640432e+00 1.850033099216152172e-04
8.858408344049150784e+00 1.825728603263837417e-04
8.915559365623661137e+00 1.800474306904071046e-04
8.972710387198171489e+00 1.774284143480966958e-04
9.029861408772683617e+00 1.747172537262464893e-04
9.087012430347192193e+00 1.719154398593648837e-04
9.144163451921704322e+00 1.690245103991973666e-04
9.201314473496214674e+00 1.660460498349658953e-04
9.258465495070725026e+00 1.629816883084137414e-04
