# Iteration    J_value
 (2.530000000000000000e+02+0.000000000000000000e+00j)  (2.343063174505454299e+04-8.805251483474259298e-13j)
 (2.540000000000000000e+02+0.000000000000000000e+00j)  (2.327567048784083818e+04-9.109017345485053518e-13j)
 (2.550000000000000000e+02+0.000000000000000000e+00j)  (2.312132339175164088e+04+3.979843258540629315e-13j)
 (2.560000000000000000e+02+0.000000000000000000e+00j)  (2.296836660162321641e+04-3.339593322773100959e-13j)
 (2.570000000000000000e+02+0.000000000000000000e+00j)  (2.281635088680996341e+04+8.369034409815850871e-13j)
 (2.580000000000000000e+02+0.000000000000000000e+00j)  (2.266526693046425135e+04+1.454503237369686704e-12j)
 (2.590000000000000000e+02+0.000000000000000000e+00j)  (2.251501868590851882e+04-1.046799547553213769e-12j)
 (2.600000000000000000e+02+0.000000000000000000e+00j)  (2.236587022823955340e+04+7.034946164323729620e-15j)
 (2.610000000000000000e+02+0.000000000000000000e+00j)  (2.221766815657866755e+04+2.006723296695553951e-13j)
 (2.620000000000000000e+02+0.000000000000000000e+00j)  (2.207060956047352011e+04+8.586951115504671087e-13j)
 (2.630000000000000000e+02+0.000000000000000000e+00j)  (2.192482263232942933e+04+1.072136973248650015e-12j)
 (2.640000000000000000e+02+0.000000000000000000e+00j)  (2.177946751132209829e+04-2.332203803563563621e-13j)
 (2.650000000000000000e+02+0.000000000000000000e+00j)  (2.163495310974926542e+04-5.045706525017105360e-13j)
 (2.660000000000000000e+02+0.000000000000000000e+00j)  (2.149150298730408758e+04+4.484339416190742890e-13j)
 (2.670000000000000000e+02+0.000000000000000000e+00j)  (2.134892323974964165e+04+3.142749012787064538e-13j)
 (2.680000000000000000e+02+0.000000000000000000e+00j)  (2.120720438883022507e+04-4.760918262830789931e-13j)
 (2.690000000000000000e+02+0.000000000000000000e+00j)  (2.106626001862724297e+04-1.318003208430544092e-12j)
 (2.700000000000000000e+02+0.000000000000000000e+00j)  (2.092641462673797650e+04+1.141787578116385124e-12j)
 (2.710000000000000000e+02+0.000000000000000000e+00j)  (2.078749113383472650e+04+2.423926216610984234e-13j)
 (2.720000000000000000e+02+0.000000000000000000e+00j)  (2.064927563187141277e+04-3.348326491798064111e-13j)
 (2.730000000000000000e+02+0.000000000000000000e+00j)  (2.051189883313744576e+04-1.256245120209409318e-13j)
 (2.740000000000000000e+02+0.000000000000000000e+00j)  (2.037508313014192754e+04-6.640638092396819331e-13j)
 (2.750000000000000000e+02+0.000000000000000000e+00j)  (2.023943125127317762e+04+1.586770960597192991e-13j)
 (2.760000000000000000e+02+0.000000000000000000e+00j)  (2.010443914294830029e+04-1.769816492261745501e-14j)
 (2.770000000000000000e+02+0.000000000000000000e+00j)  (1.997056526672226391e+04+1.924979236365126432e-13j)
 (2.780000000000000000e+02+0.000000000000000000e+00j)  (1.983744571758775783e+04-2.131892804887986659e-13j)
 (2.790000000000000000e+02+0.000000000000000000e+00j)  (1.970457026044321537e+04-5.765349835609313085e-13j)
 (2.800000000000000000e+02+0.000000000000000000e+00j)  (1.957292976991028627e+04-1.032801785351120300e-12j)
 (2.810000000000000000e+02+0.000000000000000000e+00j)  (1.944182475371236796e+04-1.257933015549793709e-12j)
 (2.820000000000000000e+02+0.000000000000000000e+00j)  (1.931158303632820753e+04+8.657536631352819962e-13j)
 (2.830000000000000000e+02+0.000000000000000000e+00j)  (1.918230638070588611e+04+6.442396883792915883e-13j)
 (2.840000000000000000e+02+0.000000000000000000e+00j)  (1.905362734914368048e+04+1.598448603604475990e-12j)
 (2.850000000000000000e+02+0.000000000000000000e+00j)  (1.892549917449074565e+04-1.014912275316876732e-13j)
 (2.860000000000000000e+02+0.000000000000000000e+00j)  (1.879827799203646282e+04-1.292269527650926288e-12j)
 (2.870000000000000000e+02+0.000000000000000000e+00j)  (1.867180919374256337e+04-3.938359118625601799e-13j)
 (2.880000000000000000e+02+0.000000000000000000e+00j)  (1.854595741723102765e+04-1.260167470160297934e-13j)
 (2.890000000000000000e+02+0.000000000000000000e+00j)  (1.842090816025212553e+04-5.348682045360438009e-13j)
 (2.900000000000000000e+02+0.000000000000000000e+00j)  (1.829676445177811547e+04-4.580622295378167545e-13j)
 (2.910000000000000000e+02+0.000000000000000000e+00j)  (1.817286264478090015e+04-1.494974569726834420e-13j)
 (2.920000000000000000e+02+0.000000000000000000e+00j)  (1.804982744984097008e+04-5.449456536627817315e-13j)
 (2.930000000000000000e+02+0.000000000000000000e+00j)  (1.792758263008595895e+04-7.788643708769055912e-13j)
 (2.940000000000000000e+02+0.000000000000000000e+00j)  (1.780628052210255555e+04-7.914772235795588682e-14j)
 (2.950000000000000000e+02+0.000000000000000000e+00j)  (1.768530244440223396e+04+1.141354613561048781e-12j)
