# Time(fs)    f(t)(a.u.)
0.000000000000000000e+00 1.893626081730526026e-04
2.857551078725532531e-02 1.943399073882275411e-04
5.715102157451065062e-02 1.993005383242317280e-04
8.572653236176597247e-02 2.042439322228127812e-04
1.143020431490213012e-01 2.091695215520667146e-04
1.428775539362766300e-01 2.140767411765351054e-04
1.714530647235319449e-01 2.189650261261049432e-04
2.000285755107872598e-01 2.238338133077357709e-04
2.286040862980426025e-01 2.286825393841879119e-04
2.571795970852979729e-01 2.335106419377508998e-04
2.857551078725532601e-01 2.383175604102915116e-04
3.143306186598085472e-01 2.431027344154300591e-04
3.429061294470638899e-01 2.478656045172305980e-04
3.714816402343192325e-01 2.526056136860448911e-04
4.000571510215745197e-01 2.573222052696253403e-04
4.286326618088298623e-01 2.620148245399506149e-04
4.572081725960852050e-01 2.666829183894366215e-04
4.857836833833405477e-01 2.713259344648394876e-04
5.143591941705959458e-01 2.759433227091602405e-04
5.429347049578511220e-01 2.805345340561240662e-04
5.715102157451065201e-01 2.850990218144261088e-04
6.000857265323618073e-01 2.896362401744690881e-04
6.286612373196170944e-01 2.941456456821611633e-04
6.572367481068724926e-01 2.986266965443853450e-04
6.858122588941277797e-01 3.030788530325574334e-04
7.143877696813831779e-01 3.075015770988169311e-04
7.429632804686384651e-01 3.118943327445063249e-04
7.715387912558937522e-01 3.162565860782727209e-04
8.001143020431490394e-01 3.205878058117631263e-04
8.286898128304044375e-01 3.248874625447283710e-04
8.572653236176597247e-01 3.291550287372695376e-04
8.858408344049151228e-01 3.333899798193933886e-04
9.144163451921704100e-01 3.375917932774116824e-04
9.429918559794256971e-01 3.417599490360181936e-04
9.715673667666810953e-01 3.458939298495503881e-04
1.000142877553936271e+00 3.499932205985128129e-04
1.028718388341191892e+00 3.540573090761888657e-04
1.057293899128447068e+00 3.580856855185162585e-04
1.085869409915702244e+00 3.620778432396200936e-04
1.114444920702957642e+00 3.660332784497376973e-04
1.143020431490213040e+00 3.699514897591508057e-04
1.171595942277468216e+00 3.738319791229707226e-04
1.200171453064723615e+00 3.776742514431863569e-04
1.228746963851979013e+00 3.814778144153403087e-04
1.257322474639234189e+00 3.852421789000964468e-04
1.285897985426489587e+00 3.889668593914852508e-04
1.314473496213744985e+00 3.926513725044988639e-04
1.343049007001000383e+00 3.962952399272736998e-04
1.371624517788255559e+00 3.998979854488933549e-04
1.400200028575510958e+00 4.034591360044317301e-04
