# Time(fs)    f(t)(a.u.)
0.000000000000000000e+00 -1.544886897500490574e-04
4.286326618088297929e-02 -1.607534773612963222e-04
8.572653236176595859e-02 -1.669709971727208425e-04
1.285897985426489587e-01 -1.731393983835466887e-04
1.714530647235319172e-01 -1.792568449155527305e-04
2.143163309044149312e-01 -1.853215164255129859e-04
2.571795970852979174e-01 -1.913316081501689921e-04
3.000428632661809036e-01 -1.972853312974734831e-04
3.429061294470638344e-01 -2.031809136536396048e-04
3.857693956279468206e-01 -2.090165997251756545e-04
4.286326618088298623e-01 -2.147906522200256768e-04
4.714959279897128486e-01 -2.205013522905502560e-04
5.143591941705958348e-01 -2.261469997815172719e-04
5.572224603514788210e-01 -2.317259136118381005e-04
6.000857265323618073e-01 -2.372364326245589153e-04
6.429489927132447935e-01 -2.426769159256442405e-04
6.858122588941276687e-01 -2.480457431075931609e-04
7.286755250750106550e-01 -2.533413150388603139e-04
7.715387912558936412e-01 -2.585620546439185629e-04
8.144020574367766274e-01 -2.637064070638089289e-04
8.572653236176597247e-01 -2.687728405207254700e-04
9.001285897985425999e-01 -2.737598462256028210e-04
9.429918559794256971e-01 -2.786659391407643308e-04
9.858551221603085724e-01 -2.834896581130761837e-04
1.028718388341191670e+00 -2.882295672341180556e-04
1.071581654522074434e+00 -2.928842548074951277e-04
1.114444920702957642e+00 -2.974523339876565661e-04
1.157308186883840406e+00 -3.019324446582001076e-04
1.200171453064723615e+00 -3.063232524496941798e-04
1.243034719245606379e+00 -3.106234490728208104e-04
1.285897985426489587e+00 -3.148317540790172820e-04
1.328761251607372351e+00 -3.189469141539909682e-04
1.371624517788255337e+00 -3.229677042836073039e-04
1.414487783969138546e+00 -3.268929274562216449e-04
1.457351050150021310e+00 -3.307214151631119171e-04
1.500214316330904518e+00 -3.344520282245218973e-04
1.543077582511787282e+00 -3.380836559650164989e-04
1.585940848692670269e+00 -3.416152176451702524e-04
1.628804114873553255e+00 -3.450456620792813063e-04
1.671667381054436463e+00 -3.483739684669200695e-04
1.714530647235319449e+00 -3.515991466000221804e-04
1.757393913416202214e+00 -3.547202361381603954e-04
1.800257179597085200e+00 -3.577363090433345345e-04
1.843120445777968186e+00 -3.606464686807437400e-04
1.885983711958851394e+00 -3.634498486987445924e-04
1.928846978139734158e+00 -3.661456159816928028e-04
1.971710244320617145e+00 -3.687329693769613305e-04
2.014573510501500131e+00 -3.712111392871477139e-04
2.057436776682383339e+00 -3.735793894587626797e-04
2.100300042863266103e+00 -3.758370164491585093e-04
2.143163309044148868e+00 -3.779833499852792858e-04
2.186026575225032076e+00 -3.800177526672956401e-04
2.228889841405915284e+00 -3.819396217767665521e-04
2.271753107586798048e+00 -3.837483872328310321e-04
2.314616373767680813e+00 -3.854435140205773121e-04
2.357479639948564021e+00 -3.870245005633468757e-04
2.400342906129447229e+00 -3.884908789580798381e-04
2.443206172310329993e+00 -3.898422167683352141e-04
2.486069438491212757e+00 -3.910781153253912166e-04
2.528932704672095966e+00 -3.921982095841619977e-04
2.571795970852979174e+00 -3.932021696334792407e-04
2.614659237033861938e+00 -3.940897004163636079e-04
2.657522503214744702e+00 -3.948605425827812461e-04
2.700385769395627911e+00 -3.955144704694145874e-04
2.743249035576510675e+00 -3.960512943123640508e-04
2.786112301757393883e+00 -3.964708591618638358e-04
2.828975567938277091e+00 -3.967730465327442418e-04
2.871838834119159856e+00 -3.969577719173065784e-04
2.914702100300042620e+00 -3.970249862751294365e-04
2.957565366480925828e+00 -3.969746751385584737e-04
