# Time(fs)    f(t)(a.u.)
0.000000000000000000e+00 1.899346245044837718e-04
4.286326618088297929e-02 2.002379549343464150e-04
8.572653236176595859e-02 2.104768812061940829e-04
1.285897985426489587e-01 2.206484664007593685e-04
1.714530647235319172e-01 2.307497996003188279e-04
2.143163309044149312e-01 2.407779858680742316e-04
2.571795970852979174e-01 2.507301521958888195e-04
3.000428632661809036e-01 2.606034545438713854e-04
3.429061294470638344e-01 2.703950758433881990e-04
3.857693956279468206e-01 2.801022274933715893e-04
4.286326618088298623e-01 2.897221478308809614e-04
4.714959279897128486e-01 2.992521019110757296e-04
5.143591941705958348e-01 3.086893811979295708e-04
5.572224603514788210e-01 3.180313071882307765e-04
6.000857265323618073e-01 3.272752320351456816e-04
6.429489927132447935e-01 3.364185395602076059e-04
6.858122588941276687e-01 3.454586443907515180e-04
7.286755250750106550e-01 3.543929926702890990e-04
7.715387912558936412e-01 3.632190639687062203e-04
8.144020574367766274e-01 3.719343745564614558e-04
8.572653236176597247e-01 3.805364730830534752e-04
9.001285897985425999e-01 3.890229422531486510e-04
9.429918559794256971e-01 3.973914012460896621e-04
9.858551221603085724e-01 4.056395076460588261e-04
1.028718388341191670e+00 4.137649556147080833e-04
1.071581654522074434e+00 4.217654784804474272e-04
1.114444920702957642e+00 4.296388486492191310e-04
1.157308186883840406e+00 4.373828775762911444e-04
1.200171453064723615e+00 4.449954142080900319e-04
1.243034719245606379e+00 4.524743452325693843e-04
1.285897985426489587e+00 4.598176005176794257e-04
1.328761251607372351e+00 4.670231517632080160e-04
1.371624517788255337e+00 4.740890115446448724e-04
1.414487783969138546e+00 4.810132351220784610e-04
1.457351050150021310e+00 4.877939215908135744e-04
1.500214316330904518e+00 4.944292123421091794e-04
1.543077582511787282e+00 5.009172911144061562e-04
1.585940848692670269e+00 5.072563855753985237e-04
1.628804114873553255e+00 5.134447678734275480e-04
1.671667381054436463e+00 5.194807566427587630e-04
1.714530647235319449e+00 5.253627172383037178e-04
1.757393913416202214e+00 5.310890623222181296e-04
1.800257179597085200e+00 5.366582475544015357e-04
1.843120445777968186e+00 5.420687781060613960e-04
1.885983711958851394e+00 5.473192065621697083e-04
1.928846978139734158e+00 5.524081331190817306e-04
1.971710244320617145e+00 5.573342062183414894e-04
2.014573510501500131e+00 5.620961234444361984e-04
2.057436776682383339e+00 5.666926290905641888e-04
2.100300042863266103e+00 5.711225160367910687e-04
2.143163309044148868e+00 5.753846254049367875e-04
2.186026575225032076e+00 5.794778487215471521e-04
2.228889841405915284e+00 5.834011259214704013e-04
2.271753107586798048e+00 5.871534482397150739e-04
2.314616373767680813e+00 5.907338590943905397e-04
2.357479639948564021e+00 5.941414496438048986e-04
2.400342906129447229e+00 5.973753637145580702e-04
2.443206172310329993e+00 6.004347982159254906e-04
2.486069438491212757e+00 6.033189992726914344e-04
2.528932704672095966e+00 6.060272629166949020e-04
2.571795970852979174e+00 6.085589357104194495e-04
2.614659237033861938e+00 6.109134186405287478e-04
2.657522503214744702e+00 6.130901638353759842e-04
2.700385769395627911e+00 6.150886760623327067e-04
2.743249035576510675e+00 6.169085106636482997e-04
2.786112301757393883e+00 6.185492743773822813e-04
2.828975567938277091e+00 6.200106256834703611e-04
2.871838834119159856e+00 6.212922741507253014e-04
2.914702100300042620e+00 6.223939839544488997e-04
2.957565366480925828e+00 6.233155690407487029e-04
3.000428632661809036e+00 6.240568991345338658e-04
3.043291898842691801e+00 6.246178930710845865e-04
3.086155165023574565e+00 6.249985206921758810e-04
3.129018431204457773e+00 6.251988067022732189e-04
3.171881697385340537e+00 6.252188257793819164e-04
3.214744963566223745e+00 6.250587059453148507e-04
3.257608229747106510e+00 6.247186252444311173e-04
3.300471495927989274e+00 6.241988136802782824e-04
3.343334762108872926e+00 6.234995539599273153e-04
3.386198028289755246e+00 6.226211782754530622e-04
3.429061294470638899e+00 6.215640732425117875e-04
3.471924560651521663e+00 6.203286740432465253e-04
3.514787826832404427e+00 6.189154687703130866e-04
3.557651093013287635e+00 6.173249947410059703e-04
3.600514359194170400e+00 6.155578410699815393e-04
3.643377625375053608e+00 6.136146468064196868e-04
3.686240891555936372e+00 6.114960996007848693e-04
3.729104157736819136e+00 6.092029345042520704e-04
3.771967423917702789e+00 6.067359387530813029e-04
3.814830690098585553e+00 6.040959461288549718e-04
3.857693956279468317e+00 6.012838424871039342e-04
3.900557222460351525e+00 5.983005629477731015e-04
3.943420488641234289e+00 5.951470873909540374e-04
3.986283754822117498e+00 5.918244487547452953e-04
4.029147021003000262e+00 5.883337238853010055e-04
4.072010287183883470e+00 5.846760391400487433e-04
4.114873553364766678e+00 5.808525667316085566e-04
4.157736819545648999e+00 5.768645232199846569e-04
4.200600085726532207e+00 5.727131724826653881e-04
4.243463351907415415e+00 5.683998234775610196e-04
4.286326618088297735e+00 5.639258288460385210e-04
4.329189884269181832e+00 5.592925898872382019e-04
4.372053150450064152e+00 5.545015487009056707e-04
4.414916416630946472e+00 5.495541918353900792e-04
4.457779682811830568e+00 5.444520520468818436e-04
4.500642948992712888e+00 5.391967034033461276e-04
4.543506215173596097e+00 5.337897603924203699e-04
4.586369481354479305e+00 5.282328802339925815e-04
4.629232747535361625e+00 5.225277620020742390e-04
4.672096013716244833e+00 5.166761421893609641e-04
4.714959279897128042e+00 5.106798021878016392e-04
4.757822546078010362e+00 5.045405612826007373e-04
4.800685812258894458e+00 4.982602737675285477e-04
4.843549078439776778e+00 4.918408381049230345e-04
4.886412344620659987e+00 4.852841874082605656e-04
4.929275610801543195e+00 4.785922931343856491e-04
4.972138876982425515e+00 4.717671629085335577e-04
5.015002143163308723e+00 4.648108412733413714e-04
5.057865409344191931e+00 4.577254059622492492e-04
5.100728675525075140e+00 4.505129722351121596e-04
5.143591941705958348e+00 4.431756893283481167e-04
5.186455207886840668e+00 4.357157366746369125e-04
5.229318474067723876e+00 4.281353284647208693e-04
5.272181740248607085e+00 4.204367110296417377e-04
5.315045006429489405e+00 4.126221614743170118e-04
5.357908272610372613e+00 4.046939868896833872e-04
5.400771538791255821e+00 3.966545258948556856e-04
5.443634804972139030e+00 3.885061477875439181e-04
5.486498071153021350e+00 3.802512469037335309e-04
5.529361337333904558e+00 3.718922466444776515e-04
5.572224603514787766e+00 3.634315978064922396e-04
5.615087869695670975e+00 3.548717771474716853e-04
5.657951135876554183e+00 3.462152880511065994e-04
5.700814402057436503e+00 3.374646581096208287e-04
5.743677668238319711e+00 3.286224391876172487e-04
5.786540934419202920e+00 3.196912076108441919e-04
5.829404200600085240e+00 3.106735611713090997e-04
5.872267466780968448e+00 3.015721213905476301e-04
5.915130732961851656e+00 2.923895277490056246e-04
